COMPILE, k ə m p ˈaɪ l
COMPILED, k ə m p ˈaɪ l d
COMPILER, k ə m p ˈaɪ l ə
COMPLETING, k ə m p l ˈiː t ɪ ŋ
COMPLIANCE, k ə m p l ˈaɪ ə n s
COMPLIANT, k ə m p l ˈaɪ ə n t
COMPLICATIONS, k ˌɒ m p l ɪ k ˈeɪ ʃ ə n z
COMPLY, k ə m p l ˈaɪ
COMPOSED, k ə m p ˈəʊ z d
COMPOSER, k ə m p ˈəʊ z ə
COMPOSITE(1), k ɒ m p ˈə z ɪ t
COMPOSITE(2), k ɒ m p ˈə z aɪ t
COMPOUND(1), k ˈɒ m p aʊ n d
COMPOUND(2), k ə m p ˈaʊ n d
COMPOUNDS(1), k ˈɒ m p aʊ n d z
COMPOUNDS(2), k ə m p ˈaʊ n d z
COMPRESSED, k ə m p ɹ ˈɛ s t
COMPRESSION, k ə m p ɹ ˈɛ ʃ ə n
COMPUTING, k ə m p ˈjuː t ɪ ŋ
CONCERTS(1), k ˈɒ n s ə t s
CONCERTS(2), k ə n s ˈɜː t s
CONDITIONING, k ə n d ˈɪ ʃ ə n ɪ ŋ
CONDUCTING, k ə n d ˈɐ k t ɪ ŋ
CONFERENCES(1), k ˈɒ n f ə ɹ ə n s ɪ z
CONFERENCES(2), k ˈɒ n f ɹ ə n s ɪ z
CONFERENCING, k ˈɒ n f ɹ ə n s ɪ ŋ
CONFIGURATION(1), k ə n f ˌɪ g jʊ ɹ ˈeɪ ʃ ə n
CONFIGURATION(2), k ə n f ˌɪ g ə ɹ ˈeɪ ʃ ə n
CONFIGURE, k ə n f ˈɪ g ə
CONFIGURED, k ə n f ˈɪ g ə d
CONFIRMATION, k ˌɒ n f ə m ˈeɪ ʃ ə n
CONFLICTS(1), k ˈɒ n f l ɪ k t s
CONFLICTS(2), k ə n f l ˈɪ k t s
CONFUSED, k ə n f ˈjuː z d
CONGO, k ˈɒ ŋ g əʊ
CONGRESSIONAL, k ə n g ɹ ˈɛ ʃ ə n ə l
CONJUNCTION, k ə n dʒ ˈɐ ŋ k ʃ ə n
CONNECT, k ə n ˈɛ k t
CONNECTING, k ə n ˈɛ k t ɪ ŋ
CONNECTIVITY, k ə n ɛ k t ˈɪ v ɪ t iː
CONNECTOR, k ə n ˈɛ k t ə
CONNECTORS, k ə n ˈɛ k t ə z
CONS, k ˈɒ n z
CONSISTING, k ə n s ˈɪ s t ɪ ŋ
CONSOLE(1), k ˈɒ n s əʊ l
CONSOLE(2), k ə n s ˈəʊ l
CONSOLIDATED, k ə n s ˈɒ l ɪ d ˌeɪ t ɪ d
CONSOLIDATION, k ə n s ˌɒ l ɪ d ˈeɪ ʃ ə n
CONSORTIUM, k ə n s ˈɔː t ɪə m
CONSTITUTE, k ˈɒ n s t ɪ t ˌjuː t
CONSTITUTES, k ˈɒ n s t ɪ t ˌjuː t s
CONSTRUCT(1), k ˈɒ n s t ɹ ɐ k t
CONSTRUCT(2), k ə n s t ɹ ˈɐ k t
CONSTRUCTED, k ə n s t ɹ ˈɐ k t ɪ d
CONSULT, k ə n s ˈɐ l t
CONSULTING, k ə n s ˈɐ l t ɪ ŋ
CONTAINER, k ə n t ˈeɪ n ə
CONTAINERS, k ə n t ˈeɪ n ə z
CONTEST(1), k ˈɒ n t ɛ s t
CONTEST(2), k ə n t ˈɛ s t
CONTESTS(1), k ˈɒ n t ɛ s t s
CONTESTS(2), k ə n t ˈɛ s t s
CONTRACTING, k ˈɒ n t ɹ ˈæ k t ɪ ŋ
CONTRACTOR, k ˈɒ n t ɹ ˌæ k t ə
CONTRACTORS, k ˈɒ n t ɹ ˌæ k t ə z
CONTRARY(1), k ˈɒ n t ɹ ə ɹ iː
CONTRARY(2), k ə n t ɹ ˈɛə ɹ iː
CONTRIBUTED, k ə n t ɹ ˈɪ b juː t ɪ d
CONTRIBUTING, k ə n t ɹ ˈɪ b juː t ɪ ŋ
CONTRIBUTORS, k ə n t ɹ ˈɪ b jʊ t ə z
CONTROLLER, k ə n t ɹ ˈəʊ l ə
CONTROLLING, k ə n t ɹ ˈəʊ l ɪ ŋ
CONVENIENCE, k ə n v ˈiː n ɪə n s
CONVERT(1), k ˈɒ n v ɜː t
CONVERT(2), k ə n v ˈɜː t
CONVERTED, k ə n v ˈɜː t ɪ d
CONVERTER, k ə n v ˈɜː t ə
COOKBOOK, k ˈʊ k b ˌʊ k
COOKIE, k ˈʊ k iː
COOKIES, k ˈʊ k iː z
COOLER, k ˈuː l ə
COOLING, k ˈuː l ɪ ŋ
COOPER, k ˈuː p ə
COOPERATION, k əʊ ˌɒ p ə ɹ ˈeɪ ʃ ə n
COOPERATIVE, k əʊ ˈɒ p ə ɹ ə t ɪ v
COORDINATE(1), k əʊ ˈɔː d ɪ n ˌeɪ t
COORDINATE(2), k əʊ ˈɔː d ɪ n ə t
COORDINATION, k əʊ ˌɔː d ɪ n ˈeɪ ʃ ə n
COORDINATOR, k əʊ ˈɔː d ɪ n ˌeɪ t ə
COPIED, k ˈɒ p iː d
COPYING, k ˈɒ p iː ɪ ŋ
COPYRIGHT, k ˈɒ p iː ɹ ˌaɪ t
COPYRIGHTED, k ˈɒ p iː ɹ ˌaɪ t ɪ d
COPYRIGHTS, k ˈɒ p iː ɹ ˌaɪ t s
CORAL, k ˈɔː ɹ ə l
CORD, k ˈɔː d
CORDLESS, k ˈɔː d l ə s
CORPS(1), k ˈɔː
CORPS(2), k ˈɔː z
CORRECTION, k ə ɹ ˈɛ k ʃ ə n
CORRECTIONS, k ə ɹ ˈɛ k ʃ ə n z
CORRELATION, k ˌɒ ɹ ə l ˈeɪ ʃ ə n
CORRESPONDING, k ˌɒ ɹ ɪ s p ˈɒ n d ɪ ŋ
CORRUPTION, k ə ɹ ˈɐ p ʃ ə n
COSMETIC, k ɒ z m ˈɛ t ɪ k
COSMETICS, k ɒ z m ˈɛ t ɪ k s
COSTA, k ˈɒ s t ə
COSTA-RICA, k ˈɒ s t ə ɹ ˈiː k ə
COSTUME, k ˈɒ s t juː m
COSTUMES, k ˈɒ s t juː m z
COUNSEL, k ˈaʊ n s ə l
COUNSELING(1), k ˈaʊ n s ə l ɪ ŋ
COUNSELING(2), k ˈaʊ n s l ɪ ŋ
COUNTERS, k ˈaʊ n t ə z
COUNTIES, k ˈaʊ n t iː z
COUNTS, k ˈaʊ n t s
COUPLES, k ˈɐ p ə l z
COUPON, k ˈuː p ɒ n
COUPONS, k ˈuː p ɒ n z
COURIER, k ˈʊ ɹ ɪə
COURTESY, k ˈɜː t ə s iː
COX, k ˈɒ k s
CRAFTS, k ɹ ˈɑː f t s
CREATIVITY, k ɹ ˌiː eɪ t ˈɪ v ɪ t iː
CREATOR, k ɹ iː ˈeɪ t ə
CREDITS, k ɹ ˈɛ d ɪ t s
CREEK, k ɹ ˈiː k
CROATIA, k ɹ əʊ ˈeɪ ʃ ə
CROP, k ɹ ˈɒ p
CROPS, k ɹ ˈɒ p s
CRUISE, k ɹ ˈuː z
CRUISES, k ɹ ˈuː z ɪ z
CRUZ, k ɹ ˈuː z
CUBA, k ˈjuː b ə
CUBE, k ˈjuː b
CUISINE, k w ɪ z ˈiː n
CUM, k ˈɐ m
CURE, k ˈjʊə
CUSTOM, k ˈɐ s t ə m
CUSTOMIZE, k ˈɐ s t ə m ˌaɪ z
CUSTOMIZED, k ˈɐ s t ə m ˌaɪ z d
CYBER, s ˈaɪ b ə
CYCLES, s ˈaɪ k ə l z
CYPRUS, s ˈaɪ p ɹ ə s
DAIRY, d ˈɛə ɹ iː
DAKOTA, d ə k ˈəʊ t ə
DALLAS, d ˈæ l ə s
DAM, d ˈæ m
DAMAGED, d ˈæ m ɪ dʒ d
DARWIN, d ˈɑː w ɪ n
DATABASES, d ˈeɪ t ə b ˌeɪ s ɪ z
DAVIDSON, d ˈeɪ v ɪ d s ə n
DAYTON, d ˈeɪ t ə n
DEALS, d ˈiː l z
DEAN, d ˈiː n
DEBUG, d iː b ˈɐ g
DECOR(1), d ˈeɪ k ɔː
DECOR(2), d ˈe k ɔː
DECORATIVE, d ˈɛ k ɹ ə t ɪ v
DECREASE(1), d ˈiː k ɹ ˌiː s
DECREASE(2), d ɪ k ɹ ˈiː s
DECREASED(1), d ˈiː k ɹ ˌiː s t
DECREASED(2), d ɪ k ɹ ˈiː s t
DEDICATED, d ˈɛ d ɪ k eɪ t ɪ d
DEEMED, d ˈiː m d
DEER, d ˈɪə
DEFAULT(1), d ˈiː f ɔː l t
DEFAULT(2), d ɪ f ˈɔː l t
DEFINITIONS, d ˌɛ f ɪ n ˈɪ ʃ ə n z
DELAWARE, d ˈɛ l ə w ˌɛə
DELETE, d ɪ l ˈiː t
DELETED, d ɪ l ˈiː t ɪ d
DELHI, d ˈɛ l iː
DELIVERING, d ɪ l ˈɪ v ə ɹ ɪ ŋ
DELIVERS, d ɪ l ˈɪ v ə z
DELTA, d ˈɛ l t ə
DELUXE(1), d ɪ l ˈɐ k s
DELUXE(2), d ɪ l ˈʊ k s
DEMO, d ˈɛ m əʊ
DENMARK, d ˈɛ n m ˌɑː k
DENTAL, d ˈɛ n t ə l
DENVER, d ˈɛ n v ə
DEPLOYMENT, d ɪ p l ˈɔɪ m ə n t
DEPOSITS, d ɪ p ˈɒ z ɪ t s
DEPOT, d ˈɛ p əʊ
DESIGNERS, d ɪ z ˈaɪ n ə z
DESIRED, d ɪ z ˈaɪ ə d
DESKTOP, d ˈɛ s k t ˌɒ p
DESKTOPS, d ˈɛ s k t ˌɒ p s
DESTINATION, d ˌɛ s t ɪ n ˈeɪ ʃ ə n
DESTINATIONS, d ˌɛ s t ɪ n ˈeɪ ʃ ə n z
DETECTION, d ɪ t ˈɛ k ʃ ə n
DETECTOR, d ɪ t ˈɛ k t ə
DETERMINES, d ɪ t ˈɜː m ɪ n z
DETERMINING, d ɪ t ˈɜː m ɪ n ɪ ŋ
DETROIT, d ɪ t ɹ ˈɔɪ t
DEUTSCH, d ˈɔɪ tʃ
DEVELOPER, d ɪ v ˈɛ l ə p ə
DEVELOPERS, d ɪ v ˈɛ l ə p ə z
DEVELOPMENTAL, d ɪ v ˌɛ l ə p m ˈɛ n t ə l
DEVIANT, d ˈiː v ɪə n t
DEVOTED, d ɪ v ˈəʊ t ɪ d
DIABETES, d ˌaɪ ə b ˈiː t iː z
DIAGNOSTIC, d ˌaɪ ə g n ˈɒ s t ɪ k
DIALOG, d ˈaɪ ə l ɒ g
DIAMETER, d aɪ ˈæ m ɪ t ə
DIEGO, d ɪ ˈeɪ g əʊ
DIESEL, d ˈiː z ə l
DIETARY, d ˈaɪ ə t ə ɹ iː
DIFFER, d ˈɪ f ə
DIFFERENTIAL, d ˌɪ f ə ɹ ə n ʃ ə l
DILDO, d ˈɪ l d əʊ
DIMENSIONAL(1), d aɪ m ˈɛ n ʃ ə n ə l
DIMENSIONAL(2), d ɪ m ˈɛ n ʃ ə n ə l
DIMENSIONS(1), d aɪ m ˈɛ n ʃ ə n z
DIMENSIONS(2), d ɪ m ˈɛ n ʃ ə n z
DIRECTORIES(1), d aɪ ɹ ˈɛ k t ə ɹ iː z
DIRECTORIES(2), d ɪ ɹ ˈɛ k t ə ɹ iː z
DISABILITIES, d ɪ s ə b ˈɪ l ɪ t iː z
DISABILITY, d ˌɪ s ə b ˈɪ l ɪ t iː
DISABLE, d ɪ s ˈeɪ b ə l
DISAGREE, d ɪ s ə g ɹ ˈiː
DISCHARGE(1), d ˈɪ s tʃ ˌɑː dʒ
DISCHARGE(2), d ɪ s tʃ ˈɑː dʒ
DISCLAIMER, d ɪ s k l ˈeɪ m ə
DISCLAIMERS, d ɪ s k l ˈeɪ m ə z
DISCLOSURE, d ɪ s k l ˈəʊ ʒ ə
DISCOUNTED, d ˈɪ s k ˌaʊ n t ɪ d
DISCOUNTS(1), d ˈɪ s k ˌaʊ n t s
DISCOUNTS(2), d ɪ s k ˈaʊ n t s
DISCUSSES, d ɪ s k ˈɐ s ɪ z
DISORDER, d ɪ s ˈɔː d ə
DISORDERS, d ɪ s ˈɔː d ə z
DISPATCHED, d ɪ s p ˈæ tʃ t
DISTRIBUTE, d ɪ s t ɹ ˈɪ b juː t
DISTRIBUTED, d ɪ s t ɹ ˈɪ b jʊ t ɪ d
DISTRIBUTIONS, d ˌɪ s t ɹ ɪ b ˈjuː ʃ ə n z
DISTRIBUTOR, d ɪ s t ɹ ˈɪ b jʊ t ə
DISTRIBUTORS, d ɪ s t ɹ ˈɪ b jʊ t ə z
DISTURBED, d ɪ s t ˈɜː b d
DIVERSE(1), d aɪ v ˈɜː s
DIVERSE(2), d ˈaɪ v ɜː s
DIVERSITY, d aɪ v ˈɜː s ɪ t iː
DOC, d ˈɒ k
DOCUMENTARY, d ˌɒ k jʊ m ˈɛ n t ə ɹ iː
DOCUMENTATION, d ˌɒ k jʊ m ɛ n t ˈeɪ ʃ ə n
DOCUMENTED, d ˈɒ k jʊ m ˌɛ n t ɪ d
DODGE, d ˈɒ dʒ
DOE, d ˈəʊ
DOMAINS(1), d əʊ m ˈeɪ n z
DOMAINS(2), d ə m ˈeɪ n z
DOMINICAN, d ə m ˈɪ n ɪ k ə n
DONATE, d ˈəʊ n ˌeɪ t
DONATION, d əʊ n ˈeɪ ʃ ə n
DONATIONS, d əʊ n ˈeɪ ʃ ə n z
DONOR, d ˈəʊ n ə
DOS, d ˈɒ s
DOWNLOAD, d ˈaʊ n l ˌəʊ d
DOWNLOADED, d ˈaʊ n l ˌəʊ d ɪ d
DOWNLOADING, d ˈaʊ n l ˌəʊ d ɪ ŋ
DOWNLOADS, d ˈaʊ n l ˌəʊ d z
DOWNTOWN, d ˈaʊ n t ˈaʊ n
DRAG, d ɹ ˈæ g
DRAGON, d ɹ ˈæ g ə n
DURABLE, d ˈjʊə ɹ ə b ə l
DYNAMICS, d aɪ n ˈæ m ɪ k s
EAGLE, ˈiː g ə l
EAGLES, ˈiː g ə l z
EARL, ˈɜː l
EARNED, ˈɜː n d
EBAY, ˈiː b ˌeɪ
EBONY, ˈɛ b ə n iː
ECHO, ˈɛ k əʊ
ECO(1), ˈiː k əʊ
ECO(2), ˈɛ k əʊ
ECOLOGICAL(1), iː k ə l ˈɒ dʒ ɪ k ə l
ECOLOGICAL(2), ɛ k ə l ˈɒ dʒ ɪ k ə l
ECOLOGY, ɪ k ˈɒ l ə dʒ iː
ECUADOR, ˈɛ k w ə d ˌɔː
EDIT, ˈɛ d ɪ t
EDITIONS, ɪ d ˈɪ ʃ ə n z
EDITORIAL, ˌɛ d ɪ t ˈɔː ɹ ɪə l
EDITORS, ˈɛ d ɪ t ə z
EDUCATORS, ˈɛ d jʊ k ˌeɪ t ə z
EDWARDS, ˈɛ d w ə d z
EJACULATION, ɪ dʒ ˌæ k jʊ l ˈeɪ ʃ ə n
ELDER, ˈɛ l d ə
ELECTRON, ɪ l ˈɛ k t ɹ ə n
ELEMENTARY(1), ˌɛ l ɪ m ˈɛ n t ə ɹ iː
ELEMENTARY(2), ˌɛ l ɪ m ˈɛ n t ɹ iː
ELIGIBILITY, ˌɛ l ɪ dʒ ɪ b ˈɪ l ɪ t iː
ELIGIBLE, ˈɛ l ɪ dʒ ɪ b ə l
ELIMINATE, ɪ l ˈɪ m ɪ n ˌeɪ t
ELITE(1), ɪ l ˈiː t
ELITE(2), eɪ l ˈiː t
ELLEN, ˈɛ l ə n
EMAIL, ˈiː m eɪ l
EMAILS, ˈiː m eɪ l z
EMBASSY, ˈɛ m b ə s iː
EMERGING, ɪ m ˈɜː dʒ ɪ ŋ
EMIRATES, ˈɛ m ɪ ɹ ɪ t s
EMISSION, ɪ m ˈɪ ʃ ə n
ENABLED(1), ɪ n ˈeɪ b ə l d
ENABLED(2), ɛ n ˈeɪ b ə l d
ENCODING(1), ɪ n k ˈəʊ d ɪ ŋ
ENCODING(2), ɛ n k ˈəʊ d ɪ ŋ
ENCOUNTER, ɪ n k ˈaʊ n t ə
ENCRYPTION, ɛ n k ɹ ˈɪ p ʃ ə n
ENCYCLOPEDIA(1), ɛ n s ˌaɪ k l əʊ p ˈiː d ɪə
ENCYCLOPEDIA(2), ɛ n s ˌaɪ k l ə p ˈiː d ɪə
ENCYCLOPEDIA(3), ɪ n s ˌaɪ k l əʊ p ˈiː d ɪə
ENCYCLOPEDIA(4), ɪ n s ˌaɪ k l ə p ˈiː d ɪə
ENFORCEMENT, ɪ n f ˈɔː s m ə n t
ENGAGEMENT, ɪ n g ˈeɪ dʒ m ə n t
ENHANCE(1), ɪ n h ˈɑː n s
ENHANCE(2), ɛ n h ˈɑː n s
ENHANCED(1), ɪ n h ˈɑː n s t
ENHANCED(2), ɛ n h ˈɑː n s t
ENHANCEMENT(1), ɪ n h ˈɑː n s m ə n t
ENHANCEMENT(2), ɛ n h ˈɑː n s m ə n t
ENLARGE(1), ɪ n l ˈɑː dʒ
ENLARGE(2), ɛ n l ˈɑː dʒ
ENLARGEMENT(1), ɪ n l ˈɑː dʒ m ə n t
ENLARGEMENT(2), ɛ n l ˈɑː dʒ m ə n t
ENROLLED, ɛ n ɹ ˈəʊ l d
ENROLLMENT, ɛ n ɹ ˈəʊ l m ə n t
ENTITIES, ˈɛ n t ɪ t iː z
ENTITY, ˈɛ n t ɪ t iː
EPISODE, ˈɛ p ɪ s ˌəʊ d
EPISODES, ˈɛ p ɪ s ˌəʊ d z
EQUALITY, ɪ k w ˈɒ l ɪ t iː
EQUATIONS, ɪ k w ˈeɪ ʒ ə n z
ERICSSON, ˈɛ ɹ ɪ k s ə n
EROTIC, ɪ ɹ ˈɒ t ɪ k
ESCORT(1), ˈɛ s k ˌɔː t
ESCORT(2), ɪ s k ˈɔː t
ESCORTS(1), ˈɛ s k ɔː t s
ESCORTS(2), ɪ s k ˈɔː t s
ESSENTIALS, ɪ s ˈɛ n ʃ ə l z
ESTONIA, ɛ s t ˈəʊ n ɪə
ETERNAL, ɪ t ˈɜː n ə l
ETHERNET, ˈiː θ ə n ˌɛ t
ETHICAL, ˈɛ θ ɪ k ə l
ETHIOPIA, ˌiː θ iː ˈəʊ p ɪə
EUGENE(1), juː dʒ ˈiː n
EUGENE(2), ˈjuː dʒ iː n
EURO, ˈjʊə ɹ əʊ
EVALUATE, ɪ v ˈæ l jʊ ˌeɪ t
EVALUATED, ɪ v ˈæ l jʊ ˌeɪ t ɪ d
EVALUATING, ɪ v ˈæ l jʊ ˌeɪ t ɪ ŋ
EVIL, ˈiː v ə l
EXCEED, ɪ k s ˈiː d
EXCELLENCE, ˈɛ k s ə l ə n s
EXCERPT(1), ˈɛ k s ɜː p t
EXCERPT(2), ɛ k s ˈɜː p t
EXCLUDE, ɪ k s k l ˈuː d
EXCLUDING, ɪ k s k l ˈuː d ɪ ŋ
EXECUTE, ˈɛ k s ɪ k ˌjuː t
EXECUTED, ˈɛ k s ɪ k ˌjuː t ɪ d
EXECUTIVES, ɪ g z ˈɛ k jʊ t ɪ v z
EXERCISES, ˈɛ k s ə s ˌaɪ z ɪ z
EXHAUST, ɪ g z ˈɔː s t
EXHIBITIONS, ˌɛ k s ɪ b ˈɪ ʃ ə n z
EXHIBITS, ɪ g z ˈɪ b ɪ t s
EXOTIC, ɪ g z ˈɒ t ɪ k
EXPANDED, ɪ k s p ˈæ n d ɪ d
EXPANDING, ɪ k s p ˈæ n d ɪ ŋ
EXPENDITURES, ɪ k s p ˈɛ n d ɪ tʃ ə z
EXPLORER, ɪ k s p l ˈɔː ɹ ə
EXPLORING, ɪ k s p l ˈɔː ɹ ɪ ŋ
EXPO, ˈɛ k s p əʊ
EXPOSED, ɪ k s p ˈəʊ z d
EXPRESSIONS, ɪ k s p ɹ ˈɛ ʃ ə n z
EXTENSIONS, ɪ k s t ˈɛ n ʃ ə n z
EXTERIOR, ɪ k s t ˈɪə ɹ ɪə
EXTRACT(1), ˈɛ k s t ɹ ˌæ k t
EXTRACT(2), ɪ k s t ɹ ˈæ k t
EXTRAS, ˈɛ k s t ɹ ə z
FACIAL, f ˈeɪ ʃ ə l
FACILITATE, f ə s ˈɪ l ɪ t ˌeɪ t
FACULTY, f ˈæ k ə l t iː
FANTASY, f ˈæ n t ə s iː
FARMING, f ˈɑː m ɪ ŋ
FASTEST, f ˈæ s t ə s t
FAVOR, f ˈeɪ v ə
FAVORITE(1), f ˈeɪ v ɹ ɪ t
FAVORITE(2), f ˈeɪ v ə ɹ ɪ t
FAVORITES(1), f ˈeɪ v ɹ ɪ t s
FAVORITES(2), f ˈeɪ v ə ɹ ɪ t s
FEATURED, f ˈiː tʃ ə d
FEATURING, f ˈiː tʃ ə ɹ ɪ ŋ
FEEDBACK, f ˈiː d b ˌæ k
FEEDS, f ˈiː d z
FELLOWSHIP, f ˈɛ l əʊ ʃ ˌɪ p
FESTIVALS, f ˈɛ s t ɪ v ə l z
FEVER, f ˈiː v ə
FIBER, f ˈaɪ b ə
FIGHTERS, f ˈaɪ t ə z
FIJI, f ˈiː dʒ iː
FILTERING, f ˈɪ l t ə ɹ ɪ ŋ
FILTERS, f ˈɪ l t ə z
FINANCING(1), f ˈaɪ n ˌæ n s ɪ ŋ
FINANCING(2), f ɪ n ˈæ n s ɪ ŋ
FINDER, f ˈaɪ n d ə
FINGERING, f ˈɪ ŋ g ə ɹ ɪ ŋ
FINLAND, f ˈɪ n l ə n d
FIRED, f ˈaɪ ə d
FIREWALL, f ˈaɪ w ˌɔː l
FISCAL, f ˈɪ s k ə l
FISHER, f ˈɪ ʃ ə
FISHERIES, f ˈɪ ʃ ə ɹ iː z
FIXTURES, f ˈɪ k s tʃ ə z
FLAG, f l ˈæ g
FLAGS, f l ˈæ g z
FLASH, f l ˈæ ʃ
FLOOD, f l ˈɐ d
FLOORING, f l ˈɔː ɹ ɪ ŋ
FLORAL, f l ˈɔː ɹ ə l
FLORENCE, f l ˈɒ ɹ ə n s
FLORIDA, f l ˈɒ ɹ ɪ d ə
FLORIST, f l ˈɒ ɹ ɪ s t
FLORISTS, f l ˈɒ ɹ ɪ s t s
FLOWS, f l ˈəʊ z
FLOYD, f l ˈɔɪ d
FLUID, f l ˈuː ɪ d
FOCUSED, f ˈəʊ k ə s t
FOCUSES, f ˈəʊ k ə s ɪ z
FOCUSING, f ˈəʊ k ə s ɪ ŋ
FOLD, f ˈəʊ l d
FOLDERS, f ˈəʊ l d ə z
FOLDING, f ˈəʊ l d ɪ ŋ
FONT, f ˈɒ n t
FONTS, f ˈɒ n t s
FOO, f ˈuː
FOOTWEAR, f ˈʊ t w ˌɛə
FORECASTS, f ˈɔː k ˌɑː s t s
FORESTRY, f ˈɒ ɹ ɪ s t ɹ iː
FORMATS, f ˈɔː m ˌæ t s
FORT, f ˈɔː t
FORTH, f ˈɔː θ
FORUM, f ˈɔː ɹ ə m
FORUMS, f ˈɔː ɹ ə m z
FOSTER, f ˈɒ s t ə
FOUNDATIONS, f aʊ n d ˈeɪ ʃ ə n z
FOUNDED, f ˈaʊ n d ɪ d
FOUNDER, f ˈaʊ n d ə
FOUNTAIN, f ˈaʊ n t ə n
FOX, f ˈɒ k s
FRAGRANCE, f ɹ ˈeɪ g ɹ ə n s
FRAMED, f ɹ ˈeɪ m d
FRAMES, f ɹ ˈeɪ m z
FRANCHISE, f ɹ ˈæ n tʃ ˌaɪ z
FRANCISCO, f ɹ æ n s ˈɪ s k əʊ
FRANKLIN, f ɹ ˈæ ŋ k l ɪ n
FRAUD, f ɹ ˈɔː d
FREDERICK(1), f ɹ ˈɛ d ɹ ɪ k
FREDERICK(2), f ɹ ˈɛ d ə ɹ ɪ k
FREEWARE, f ɹ ˈiː w ˌɛə
FREIGHT, f ɹ ˈeɪ t
FRUITS, f ɹ ˈuː t s
FUJITSU, f uː dʒ ˈɪ t s uː
FUNCTIONALITY, f ˌɐ ŋ k ʃ ə n ˈæ l ɪ t iː
FUNDED, f ˈɐ n d ɪ d
FURNISHED, f ˈɜː n ɪ ʃ t
FURNISHINGS, f ˈɜː n ɪ ʃ ɪ ŋ z
FUSION, f ˈjuː ʒ ə n
FUTURES, f ˈjuː tʃ ə z
GADGETS, g ˈæ dʒ ɪ t s
GALAXY, g ˈæ l ə k s iː
GALLERIES, g ˈæ l ə ɹ iː z
GAMBLING, g ˈæ m b l ɪ ŋ
GAMMA, g ˈæ m ə
GATHER, g ˈæ ð ə
GATHERED, g ˈæ ð ə d
GATHERING, g ˈæ ð ə ɹ ɪ ŋ
GEEK, g ˈiː k
GENEALOGY, dʒ ˌiː n ɪ ˈɒ l ə dʒ iː
GENERATED, dʒ ˈɛ n ə ɹ ˌeɪ t ɪ d
GENERATING, dʒ ˈɛ n ə ɹ ˌeɪ t ɪ ŋ
GENERATOR, dʒ ˈɛ n ə ɹ ˌeɪ t ə
GENERIC, dʒ ə n ˈɛ ɹ ɪ k
GENESIS, dʒ ˈɛ n ɪ s ɪ s
GENETICS, dʒ ə n ˈɛ t ɪ k s
GENEVA, dʒ ɪ n ˈiː v ə
GENOME, dʒ ˈiː n ˌəʊ m
GENRE, ʒ ˈɒ n ɹ ə
GENRES, ʒ ˈɒ n ɹ ə z
GEOGRAPHIC, dʒ ɪə g ɹ ˈæ f ɪ k
GEOMETRY, dʒ ɪ ˈɒ m ə t ɹ iː
GHANA, g ˈɑː n ə
GIANT, dʒ ˈaɪ ə n t
GIBSON, g ˈɪ b s ə n
GLOBE, g l ˈəʊ b
GLOSSARY, g l ˈɒ s ə ɹ iː
GNOME, n ˈəʊ m
GNU(1), n ˈjuː
GNU(2), g ə n ˈuː
GODS, g ˈɒ d z
GONNA, g ˈɒ n ə
GOOGLE, g ˈuː g ə l
GOSPEL, g ˈɒ s p ə l
GOTO, g ˈəʊ t uː
GOTTEN, g ˈɒ t ə n
GOURMET, g ˈʊə m ˌeɪ
GOVERNANCE, g ˈɐ v ə n ə n s
GOVERNING, g ˈɐ v ə n ɪ ŋ
GOVERNMENTAL(1), g ˌɐ v ə n m ˈɛ n t ə l
GOVERNMENTAL(2), g ˌɐ v ə m ˌɛ n t ə l
GRADES, g ɹ ˈeɪ d z
GRADUATE(1), g ɹ ˈæ d jʊə ˌeɪ t
GRADUATE(2), g ɹ ˈæ d jʊə t
GRADUATES(1), g ɹ ˈæ d jʊə ˌeɪ t s
GRADUATES(2), g ɹ ˈæ d jʊə t s
GRADUATION, g ɹ ˌæ d jʊ ˈeɪ ʃ ə n
GRANDE(1), g ɹ ˈæ n d ɪ
GRANDE(2), g ɹ ˈæ n d
GRAPH, g ɹ ˈɑː f
GRAPHIC, g ɹ ˈæ f ɪ k
GRAS, g ɹ ˈɑː
GRATIS, g ɹ ˈæ t ɪ s
GRAVE, g ɹ ˈeɪ v
GRAY, g ɹ ˈeɪ
GREETING, g ɹ ˈiː t ɪ ŋ
GREETINGS, g ɹ ˈiː t ɪ ŋ z
GREGORY, g ɹ ˈɛ g ə ɹ iː
GRID, g ɹ ˈɪ d
GROCERY, g ɹ ˈəʊ s ə ɹ iː
GROVE, g ɹ ˈəʊ v
GUAM, g w ˈɑː m
GUARANTEED, g ˌæ ɹ ə n t ˈiː d
GUATEMALA, g w ˌɑː t ə m ˈɑː l ə
GUINEA, g ˈɪ n iː
GUITARS, g ɪ t ˈɑː z
HABITAT, h ˈæ b ɪ t ˌæ t
HACKER, h ˈæ k ə
HAITI, h ˈeɪ t iː
HALLOWEEN, h ˌæ l ə w ˈiː n
HAMPSHIRE(1), h ˈæ m p ʃ ɪ ə
HAMPSHIRE(2), h ˈæ m p ʃ ə
HAMPTON, h ˈæ m p t ə n
HANDBOOK, h ˈæ n d b ˌʊ k
HANDHELD, h ˈæ n d h ˌɛ l d
HANDLED, h ˈæ n d ə l d
HANDLES, h ˈæ n d ə l z
HANDLING, h ˈæ n d l ɪ ŋ
HARBOR, h ˈɑː b ə
